licence_ref,description,lcensee_name,trading_name,address_1,address_2,address_3,county
1004052,Marked Fuel Trader's Licence                                                                        ,STEWARTS FUELOILS LTD,STEWARTS OIL,CORN MILLS,BOYLE,NA,CO. ROSCOMMON
1008901,Marked Fuel Trader's Licence                                                                        ,STEWARTS FUELOILS LTD,STEWARTS OIL,KANES GARAGE,BOYLE ROAD,CARRICK-ON-SHANNON,CO. ROSCOMMON
1004427,Marked Fuel Trader's Licence                                                                        ,SHUTTINGTON HOLDINGS LTD,SPAR EXPRESS CORRIB OIL CASTLEREA,PATRICK STREET,CASTLEREA,NA,CO. ROSCOMMON
1004420,Marked Fuel Trader's Licence                                                                        ,SHUTTINGTON HOLDINGS LTD,SPAR EXPRESS CORRIB OIL ROSCOMMON,RACECOURSE ROAD,NA,NA,CO. ROSCOMMON
1013976,Marked Fuel Trader's Licence                                                                        ,SHUTTINGTON HOLDINGS LIMITED,NA,CARRICK ROAD,BOYLE,NA,CO. ROSCOMMON
1014679,Marked Fuel Trader's Licence                                                                        ,PETROGAS GROUP LTD,NA,SPAR EXPRESS CORRIB OIL BOYLE,TUBBERCURRY ROAD,BOYLE,CO. ROSCOMMON
1004978,Marked Fuel Trader's Licence                                                                        ,PAUL FITZPATRICK,BALLINLOUGH SERVICE STATION,SRAH,BALLINLOUGH,NA,CO. ROSCOMMON
1004879,Marked Fuel Trader's Licence                                                                        ,P & J TOWEY LTD,TOWEYS COSTCUTTER EXPRESS,DUBLIN ROAD,BALLAGHADERREEN,NA,CO. ROSCOMMON
1005981,Marked Fuel Trader's Licence                                                                        ,NAUGHTONS SERVICE STATION LTD,NAUGHTONS SERVICE STATION LTD,THOMASTOWN,BALLYDANGAN,ATHLONE,CO. ROSCOMMON
1005024,Marked Fuel Trader's Licence                                                                        ,MONICA MCLOUGHLIN,NA,CHARLESTOWN ROAD,BALLAGHADERREEN,NA,CO. ROSCOMMON
1010024,Marked Fuel Trader's Licence                                                                        ,MARY HANLEY,HANLEY'S MARINA,BALLYLEAGUE,NA,NA,CO. ROSCOMMON
1015237,Marked Fuel Trader's Licence                                                                        ,MARTIN HORAN,HORANS FUELS AND TYRES,"UNIT 3, BALLAGHADERREAN BUSINESS PARK",BALLAGHADERREAN,NA,CO. ROSCOMMON
1003944,Marked Fuel Trader's Licence                                                                        ,JONES OIL LTD,NA,CORTOBBER ROAD,CARRICK ON SHANNON,NA,CO. ROSCOMMON
1007208,Marked Fuel Trader's Licence                                                                        ,JOHN GACQUIN LIMITED,THOMAS STREET STORES,DYSART,BALINNALSOE,NA,CO. ROSCOMMON
1006301,Marked Fuel Trader's Licence                                                                        ,JAMES AND MARGARET CREATON,CREATONS,LOUGHGLYNN,CASTLEREA,NA,CO. ROSCOMMON
1004665,Marked Fuel Trader's Licence                                                                        ,DRURY OILS LTD,DRURY OILS LTD,THE MILL BUSINESS PARK,BALLAGHADERREEN,NA,CO. ROSCOMMON
1005670,Marked Fuel Trader's Licence                                                                        ,DONAL NEILAN,CASTLECOOTE STORES,CASTLECOOTE,NA,NA,CO. ROSCOMMON
1008093,Marked Fuel Trader's Licence                                                                        ,DOLANS SERVICE STATION LIMITED,DOLANS SERVICE STATION LIMITED,KILGORRIVE,BALLINASLOE,NA,CO. ROSCOMMON
1004585,Marked Fuel Trader's Licence                                                                        ,CORRIB OIL CO LTD,CORRIB OIL CO LTD,FOUR MILE HOUSE,NA,NA,CO. ROSCOMMON
1004590,Marked Fuel Trader's Licence                                                                        ,CORRIB OIL CO LTD,CORRIB OIL CO LTD,"C/O ROSCOMMON OIL, CUILMORE",LECARROW,STROKESTOWN,CO. ROSCOMMON
1004224,Marked Fuel Trader's Licence                                                                        ,COONEY MOTORS LTD,COONEY MOTORS LTD,GREATMEADOW,BOYLE,NA,CO. ROSCOMMON
1006460,Marked Fuel Trader's Licence                                                                        ,CLOONBRACKNA RETAIL LIMITED,WALSH TEXACO STATION,LOWER CASTLE STREET,ROSCOMMON TOWN,NA,CO. ROSCOMMON
1005017,Marked Fuel Trader's Licence                                                                        ,CIARAN FALLON,ROOSKEY CRAFT AND TACKLE,ROOSKEY QUAY,ROOSKEY,NA,CO. ROSCOMMON
1008735,Marked Fuel Trader's Licence                                                                        ,CASTLEREA SERVICE STATION LIMITED,CASTLEREA SERVICE STATION LIMITED,KNOCK ROAD,ARM,CASTLEREA,CO. ROSCOMMON
1004878,Marked Fuel Trader's Licence                                                                        ,CASEY'S AUTO CENTRE LIMITED,CASEY'S TOPAZ,ATHLONE ROAD,NA,NA,CO. ROSCOMMON
1006795,Marked Fuel Trader's Licence                                                                        ,BRIDIE BEIRNE,BEIRNE'S,BRIDGE STREET,STOKESTOWN,NA,CO. ROSCOMMON
1005477,Marked Fuel Trader's Licence                                                                        ,BALLYFARNON MOTOR WORKS LIMITED,BALLYFARNON MOTOR WORKS LIMITED,BALLYFARNON,BOYLE,NA,CO. ROSCOMMON
1004880,Marked Fuel Trader's Licence                                                                        ,AURIVO CO-OPERATIVE SOCIETY LIMITED,HOMELAND,BALLAGHADERREEN,NA,NA,CO. ROSCOMMON
1004886,Marked Fuel Trader's Licence                                                                        ,AURIVO CO-OPERATIVE SOCIETY LIMITED,HOMELAND,BOYLE,NA,NA,CO. ROSCOMMON
1012723,Marked Fuel Trader's Licence                                                                        ,ATHLEAGUE FILLING STATION LIMITED,NA,ATHLEAGUE,NA,NA,CO. ROSCOMMON
1015017,Marked Fuel Trader's Licence                                                                        ,ARINOS LTD,SWEENEY OIL,RACECOURSE ROAD,NA,NA,CO. ROSCOMMON
1003951,Marked Fuel Trader's Licence                                                                        ,WILD ROSE (NEWLINE) LTD,INNISFREE SERVICE STATION,PEARSE ROAD,NA,NA,CO. SLIGO
1007866,Marked Fuel Trader's Licence                                                                        ,VALERO MARKETING IRELAND LTD,VALERO MARKETING IRELAND LTD,CARRAROE,SLIGO,NA,CO. SLIGO
1015552,Marked Fuel Trader's Licence                                                                        ,TEDCASTLES OIL PRODUCTS UNLIMITED COMPANY,TOP OIL,TOP OIL NETWORK FUEL CARD,RATHRIPPON,COLLOONEY,CO. SLIGO
1003759,Marked Fuel Trader's Licence                                                                        ,TEDCASTLES OIL PRODUCTS,TOP SLIGO (HENDERSONS),HENDERSONS MOTORPARK,BUNDORAN ROAD,NA,CO. SLIGO
1005094,Marked Fuel Trader's Licence                                                                        ,TEDCASTLE OIL PRODUCTS,TOP COAST OIL SLIGO,CARRAROE,NA,NA,CO. SLIGO
1006239,Marked Fuel Trader's Licence                                                                        ,SLIGO MOTOR CO LTD,SLIGO MOTOR CO LTD,BALLINODE,NA,NA,CO. SLIGO
1013945,Marked Fuel Trader's Licence                                                                        ,SKIACC LIMITED,T/A O'GRADY'S SERVICE STATION,GURTEEN CROSS,NA,NA,CO. SLIGO
1010915,Marked Fuel Trader's Licence                                                                        ,SHANE MC DONAGH,SHANE MCDONAGH,CHURCH STREET,TUBBERCURRY,NA,CO. SLIGO
1005280,Marked Fuel Trader's Licence                                                                        ,PT O'GRADY LTD,JJ O'GRADY,COOLANEY,NA,NA,CO. SLIGO
1015239,Marked Fuel Trader's Licence                                                                        ,PETROGAS GROUP LTD,NA,GALA,BALLYGAWLEY,R284,CO. SLIGO
1013668,Marked Fuel Trader's Licence                                                                        ,PETROGAS GROUP LTD,APPLEGREEN CARROWROE,DUBLIN ROAD,CARROWROE,NA,CO. SLIGO
1003962,Marked Fuel Trader's Licence                                                                        ,PARKES GARAGE LTD,PARKES FUELS,KNOX PARK,BALLISDARE,NA,CO. SLIGO
1006042,Marked Fuel Trader's Licence                                                                        ,MICHAEL MC DERMOTT,ARDABRONE,ARDABRONE,DROMARD,NA,CO. SLIGO
1003859,Marked Fuel Trader's Licence                                                                        ,MICHAEL GILLIGAN,M & K OILS,LECARROW,STRANDHILL,NA,CO. SLIGO
1005641,Marked Fuel Trader's Licence                                                                        ,MCPARTLAND OILS LTD,MCPARTLAND OILS LTD / SLIGO FUELS,DEEPWATER QUAY,SLIGO,NA,CO. SLIGO
1004532,Marked Fuel Trader's Licence                                                                        ,MARY SCOTT,HILLTOP CONVENIENCE STORE,THE HILLTOP,CULLEENS,NA,CO. SLIGO
1012478,Marked Fuel Trader's Licence                                                                        ,L.M.S. FUELS LIMITED,L.M.S. FUELS LIMITED,FINISKLIN ROAD,NA,NA,CO. SLIGO
1006366,Marked Fuel Trader's Licence                                                                        ,KILMAC AGRI STORES LIMITED,NA,KILMACTRANNY,BALLYFARNON,BOYLE,CO. SLIGO
1005121,Marked Fuel Trader's Licence                                                                        ,KEANES SERVICE STATION (STRANDHILL) LIMITED,KEANE'S CENTRA,LAR EASA,STANDHILL,NA,CO. SLIGO
1003931,Marked Fuel Trader's Licence                                                                        ,JONES OIL LTD,JONES OIL LTD,FINISKLIN ROAD,SLIGO,NA,CO. SLIGO
1004841,Marked Fuel Trader's Licence                                                                        ,HIGGINS & KEEGAN RETAIL LTD,HIGGINS & KEEGAN RETAIL LTD,MAIN STREET,ENNISCRONE,NA,CO. SLIGO
1004651,Marked Fuel Trader's Licence                                                                        ,GRANGE FUEL SERVICES LTD,GRANGE FUELS SERVICES LTD,GRANGE,NA,NA,CO. SLIGO
1005674,Marked Fuel Trader's Licence                                                                        ,GERDEN SUPERMARKET LTD,CANNINGS SPAR HOUSE AND GARDEN,PEARSE ROAD,NA,NA,CO. SLIGO
1004747,Marked Fuel Trader's Licence                                                                        ,GARLOW FUELS SERVICES LTD,NA,GRANGE,NA,NA,CO. SLIGO
1009764,Marked Fuel Trader's Licence                                                                        ,DRIVE SERVICE STATION LTD,DRIVE SERVICE STATION LTD,SLIGO ROAD,TUBBERCURRY,NA,CO. SLIGO
1005776,Marked Fuel Trader's Licence                                                                        ,DIESEL CARD IRELAND LTD,SLIGO - COLLOONEY,SLIGO GATE SERVICE STATION,RATHRIPPON,COLLOONEY ROUNDABOUT,CO. SLIGO
1005344,Marked Fuel Trader's Licence                                                                        ,DERFAL LTD,GULF OIL,RATHRIPPON,COLLOONEY,NA,CO. SLIGO
1005330,Marked Fuel Trader's Licence                                                                        ,COEN SERVICES TUBBERCURRY LTD,COEN'S SERVICE STATION,MAIN STREET,TUBBERCURRY,NA,CO. SLIGO
1013666,Marked Fuel Trader's Licence                                                                        ,CASTLEBALDWIN SERVICE STATION LIMITED,CASTELBALDWIN SERVICE STATION LTD,CASTLEBALDWIN SERVICE STATION,CASTLEBALDWIN,NA,CO. SLIGO
1005829,Marked Fuel Trader's Licence                                                                        ,BLAIR FEENEY LTD,FEENEY'S,DROMORE WEST,NA,NA,CO. SLIGO
1009414,Marked Fuel Trader's Licence                                                                        ,BERNADETTE O'BRIEN,NA,MAIN STREET,EASKEY,NA,CO. SLIGO
1005082,Marked Fuel Trader's Licence                                                                        ,AURIVO CO-OPERTIVE SOCIETY LTD,HOMELAND,GURTEEN,NA,NA,CO. SLIGO
1005085,Marked Fuel Trader's Licence                                                                        ,AURIVO CO-OPERTIVE SOCIETY LTD,HOMELAND,EASKEY,NA,NA,CO. SLIGO
1005089,Marked Fuel Trader's Licence                                                                        ,AURIVO CO-OPERTIVE SOCIETY LIMITED,HOMELAND,ACHONRY,BALLYMOTE,NA,CO. SLIGO
1005087,Marked Fuel Trader's Licence                                                                        ,AURIVO CO-OPERATIVE SOCIETY LTD,HOMELAND,RATHSCANLON,TUBBERCURRY,NA,CO. SLIGO
1005084,Marked Fuel Trader's Licence                                                                        ,AURIVO CO-OPERATIVE SOCIETY LIMITED,HOMELAND,RIVERSTOWN,NA,NA,CO. SLIGO
1004971,Marked Fuel Trader's Licence                                                                        ,AURIVO CO-OPERATIVE SOCIETY LIMITED,HOMELAND,SKREEN,NA,NA,CO. SLIGO
1004761,Marked Fuel Trader's Licence                                                                        ,ALEX GILLMOR LTD,HENRYS SERVICE STATION,ABBEY TERRACE,BALLYMOTE,NA,CO. SLIGO
1006643,Marked Fuel Trader's Licence                                                                        ,YOUNG'S GARAGE LTD,NA,PATRICK STREET,TEMPLEMORE,NA,CO. TIPPERARY
1005116,Marked Fuel Trader's Licence                                                                        ,YOUNG'S GARAGE (ROSCREA) LTD,NA,LIMERICK ROAD,ROSCREA,NA,CO. TIPPERARY
1004636,Marked Fuel Trader's Licence                                                                        ,YOUNG OIL COMPANY LIMITED,YOUNG OIL,KILLOUGH,TEMPLEMORE,NA,CO. TIPPERARY
1009172,Marked Fuel Trader's Licence                                                                        ,WOODVIEW SERVICE STATION LIMITED,WOODVIEW SERVICE STATION LTD,MITCHELSTOWN ROAD,CAHIR,NA,CO. TIPPERARY
1008830,Marked Fuel Trader's Licence                                                                        ,WARM OIL LIMITED,WARM OIL LIMITED,MOUNT TABOR,THE KILN,CASHEL,CO. TIPPERARY
1005675,Marked Fuel Trader's Licence                                                                        ,WALLACE'S GARAGE TEMPLEMORE LTD,WALLACE'S GARAGE LTD,ROSCREA ROAD,TEMPLEMORE,NA,CO. TIPPERARY
1004379,Marked Fuel Trader's Licence                                                                        ,VALE OIL CO LTD,VALE OIL,PRIOR PARK,CLONMEL,NA,CO. TIPPERARY
1004380,Marked Fuel Trader's Licence                                                                        ,VALE OIL CO LTD,VALE OIL,CASTLEMEADOWS,THURLES,NA,CO. TIPPERARY
1006977,Marked Fuel Trader's Licence                                                                        ,TREVOR MOLONEY,TREVOR MOLONEY,BOULADUFF,THE RAGG,THURLAS,CO. TIPPERARY
1006750,Marked Fuel Trader's Licence                                                                        ,TIPPERARY CO-OP CREAMERY LTD,TIPPERARY CO-OP CREAMERY LTD,GOOLDSCROSS,CASHEL,NA,CO. TIPPERARY
1003921,Marked Fuel Trader's Licence                                                                        ,TF COSTELLO & SONS LTD,COSTELLO OIL,CIAMALTHA ROAD,NENAGH,NA,CO. TIPPERARY
1004991,Marked Fuel Trader's Licence                                                                        ,TEDCASTLE OIL PRODUCTS,NA,RATHBEG,GORTNAHOE,THURLES,CO. TIPPERARY
1004981,Marked Fuel Trader's Licence                                                                        ,TEDCASTLE OIL PRODUCTS,TOP OIL/O'MEARA - CENTENARY,BALLYCURRANE,CABRA ROAD,THURLES,CO. TIPPERARY
1005073,Marked Fuel Trader's Licence                                                                        ,STAR FUELS AND FARM SUPPLIES LTD,STAR FUELS AND FARM SUPPLIES LTD,BY-PASS ROAD,POWERSTOWN,CLONMEL,CO. TIPPERARY
1004885,Marked Fuel Trader's Licence                                                                        ,SISTER ITA LTD,DORAN OIL,GARRANROE,THURLES,NA,CO. TIPPERARY
1006343,Marked Fuel Trader's Licence                                                                        ,SISTER ITA LTD,DORAN OIL,KILLISTAFFORD CROSS,DULLA ROAD,CASHEL,CO. TIPPERARY
1008802,Marked Fuel Trader's Licence                                                                        ,SILVERSTREAM SERVICE STATION LTD,ESSO TIPPERARY,BOHERCROW,LIMERICK ROAD,TIPPERARY TOWN,CO. TIPPERARY
1012920,Marked Fuel Trader's Licence                                                                        ,SILVERSTREAM SERVICE STATION LTD,SILVERSTREAM SERVICE STATION LTD,BARRACK STREET,ARDFINNAN,NA,CO. TIPPERARY
1004524,Marked Fuel Trader's Licence                                                                        ,SHREELAWN OIL COMPANY LTD,NA,BANSHA,NA,NA,CO. TIPPERARY
1006980,Marked Fuel Trader's Licence                                                                        ,SHANNON SAILING LTD,SHANNON SAILING LTD,DROMINEER,NA,NA,CO. TIPPERARY
1011886,Marked Fuel Trader's Licence                                                                        ,SEAMUS DORAN & MARK RYAN,D & R SERVICES,KILLINAN,THURLES,NA,CO. TIPPERARY
1013110,Marked Fuel Trader's Licence                                                                        ,SAKI SUPERMARKET LIMITED,SAKI SUPERMARKET LTD,BAILEY STREET,KILLENAULE,NA,CO. TIPPERARY
1005312,Marked Fuel Trader's Licence                                                                        ,ROADSTONE LTD,ROADSTONE  LTD,KILLOUGH,NA,NA,CO. TIPPERARY
1005608,Marked Fuel Trader's Licence                                                                        ,REOPETAL LTD,REOPETAL LTD,CHURCH ROAD,NEWPORT,NA,CO. TIPPERARY
1015370,Marked Fuel Trader's Licence                                                                        ,QUIRKES CAR SALES & SERVICES LIMITED,QUIRKES GARAGE,DUNDRUM,NA,NA,CO. TIPPERARY
1010569,Marked Fuel Trader's Licence                                                                        ,PIT STOP FUELS LIMITED,PIT STOP FUELS LIMITED,OLD DUBLIN ROAD,NENAGH,NA,CO. TIPPERARY
1009016,Marked Fuel Trader's Licence                                                                        ,PETROGAS GROUP LTD,BIRDHILL SERVICE AREA,LACKANAVEA,BIRDHILL,NA,CO. TIPPERARY
1004944,Marked Fuel Trader's Licence                                                                        ,PATRICK TOOMEY,TOOMEY MACE,MONARD,NA,NA,CO. TIPPERARY
1012882,Marked Fuel Trader's Licence                                                                        ,O'DWYER OIL PRODUCTS LTD,O DWYER OIL PRODUCTS LTD,O DWYER OIL PRODUCTS LTD,TIPPERARY ROAD,CAPPAWHITE,CO. TIPPERARY
1004536,Marked Fuel Trader's Licence                                                                        ,O'DWYER FOODSTORE LTD,O'DWYERS FOODSTORE,NEWCASTLE,CLONMEL,NA,CO. TIPPERARY
1008198,Marked Fuel Trader's Licence                                                                        ,O'BRIEN'S SUPERMARKET LIMITED,O'BRIEN'S SUPERMARKET LIMITED,MAIN STREET,BORRISKANE,NA,CO. TIPPERARY
1004051,Marked Fuel Trader's Licence                                                                        ,MORRIS OIL CO LTD,MORRIS OIL,CAHIR ABBEY,CAHIR,NA,CO. TIPPERARY
1005186,Marked Fuel Trader's Licence                                                                        ,MIDWEST SAND & GRAVEL LTD,RYAN'S SHOP,GURTNASKEHA,UPPERE CHURCH,THURLES,CO. TIPPERARY
1004178,Marked Fuel Trader's Licence                                                                        ,MID WEST OIL CO. LTD,NA,GURTNASKEHA,UPPERCHURCH,THURLES,CO. TIPPERARY
1004695,Marked Fuel Trader's Licence                                                                        ,MCLOUGHLIN FUELS LIMITED,MCLOUGHLIN FUELS LTD,BOHERNANAVE,THURLAS,NA,CO. TIPPERARY
1004689,Marked Fuel Trader's Licence                                                                        ,MCGRATH & SON OIL CO LTD,MCGRATH & SON OIL CO LTD,MAIN STREET,EMLY,NA,CO. TIPPERARY
1004654,Marked Fuel Trader's Licence                                                                        ,MARK RYAN,GORTNAHOE FILLING STATION,GORTNAHOE,THURLES,NA,CO. TIPPERARY
1008393,Marked Fuel Trader's Licence                                                                        ,MAC'S PLACE LTD,OBAMA PLAZA,GREENHILLS,MONEYGALL,NA,CO. TIPPERARY
1009763,Marked Fuel Trader's Licence                                                                        ,MAC'S PLACE LTD,TIPPERARY TOWN PLAZA,BOHERCROWE,TIPPERARY TOWN,NA,CO. TIPPERARY
1011640,Marked Fuel Trader's Licence                                                                        ,M/S GERARD & HELEN MORONEY,MORONEY'S,LISVERNANE,AHERLOW,NA,CO. TIPPERARY
1005159,Marked Fuel Trader's Licence                                                                        ,M & M FUELS LTD,MULROONEY OIL COMPANY,ODESSA HOUSE,DUBLIN ROAD,ROSCREA,CO. TIPPERARY
1006232,Marked Fuel Trader's Licence                                                                        ,KATHLEEN DONLAN,TONY'S TIP TOP SHOP,BALLYCOMMON,NENAGH,NA,CO. TIPPERARY
1012612,Marked Fuel Trader's Licence                                                                        ,K & D DALTON LIMITED,NA,BALLYBOY WEST,CLOGHEEN,CAHIR,CO. TIPPERARY
1004703,Marked Fuel Trader's Licence                                                                        ,K & D DALTON LIMITED,MURPHY FUELS,BALLYDREHID,CAHIR,NA,CO. TIPPERARY
1006086,Marked Fuel Trader's Licence                                                                        ,JUSTIN KISSANE,JUSTIN KISSANE,LINK ROAD,TIPPERARY TOWN,NA,CO. TIPPERARY
1014618,Marked Fuel Trader's Licence                                                                        ,JULIE WALSH O BRIEN,O'BRIEN AUTOS,THE GREEN,KILLENAULE ROAD,FETHARD,CO. TIPPERARY
1003990,Marked Fuel Trader's Licence                                                                        ,JONES OIL LTD,JONES OIL LTD,PRIOR PARK,CLONMEL,NA,CO. TIPPERARY
1003744,Marked Fuel Trader's Licence                                                                        ,JOHN O'NEILL RETAILING (CLARINA) LIMITED,JOHN O'NEILL RETAILING (CLARINA) LIMITED,BARRACK STREET,BANSHA,NA,CO. TIPPERARY
1011830,Marked Fuel Trader's Licence                                                                        ,JEREMIAH KIELY,NA,CLONEEN,FETHARD,NA,CO. TIPPERARY
1005523,Marked Fuel Trader's Licence                                                                        ,IAIN MEAGHER LIMITED,IAN MEAGHER DAYBREAK,KERRY STREET,FETHARD,NA,CO. TIPPERARY
1008294,Marked Fuel Trader's Licence                                                                        ,H2 SUIR LTD,NA,JOHN STREET,"CARRICK ON SUIR,",NA,CO. TIPPERARY
1009006,Marked Fuel Trader's Licence                                                                        ,H2 ROSCREA LTD,H2 ROSCREA LTD,BIRR ROAD,ROSCREA,NA,CO. TIPPERARY
1005501,Marked Fuel Trader's Licence                                                                        ,GLANBIA FOODS IRELAND LTD,GLANBIA PLC,GLANBIA AGRI BUSINESS KILENAULE,KILLENAULE,NA,CO. TIPPERARY
1005035,Marked Fuel Trader's Licence                                                                        ,FITZMAURICE CHADWICK,CHADWICK'S,MAIN STREET,BORRISOLEIGH,NA,CO. TIPPERARY
1010476,Marked Fuel Trader's Licence                                                                        ,FETHARD OIL LIMITED,FETHARD OIL LTD,COOLMOYNE,FETHARD,NA,CO. TIPPERARY
1004633,Marked Fuel Trader's Licence                                                                        ,EAMON GLEESON TYRES LIMITED,EAMON GLEESON TYRES LIMITED,CARRIGEEN INDUSTRIAL ESTATE,CAHIR,NA,CO. TIPPERARY
1014933,Marked Fuel Trader's Licence                                                                        ,DOLACK LIMITED,THE EAGLES NEST,DOLLA,NENAGH,NA,CO. TIPPERARY
1004960,Marked Fuel Trader's Licence                                                                        ,DENIS RYAN,RYAN'S GRAGE,THURLES ROAD,BORRISOLEIGH,NA,CO. TIPPERARY
1008002,Marked Fuel Trader's Licence                                                                        ,DAVID CRONIN,DAVID CRONIN,NILE MILE HOUSE,CARRICK-ON-SUIR,NA,CO. TIPPERARY
1004436,Marked Fuel Trader's Licence                                                                        ,CORRIB OIL CO LTD,CORRIB OIL CO LTD,BIRR ROAD,ROSCREA,NA,CO. TIPPERARY
1004460,Marked Fuel Trader's Licence                                                                        ,CORRIB OIL CO LTD,CORRIB OIL CO LTD,LIMERICK ROAD,NENAGH,NA,CO. TIPPERARY
1008839,Marked Fuel Trader's Licence                                                                        ,COMERAGH SERVICE STATION LTD,COMERAGH SERVICE STATION LTD,WATERFORD ROAD,CLONMEL,NA,CO. TIPPERARY
1004127,Marked Fuel Trader's Licence                                                                        ,CLONMEL OIL CO LTD,CLONMEL OIL SERVICE STATION,WATERFORD ROAD,CLONMEL,NA,CO. TIPPERARY
1004486,Marked Fuel Trader's Licence                                                                        ,CLEARY'S GARAGE LIMITED,CLEARY'S DAYBREAK,LIMERICK ROAD,NENAGH,NA,CO. TIPPERARY
1005078,Marked Fuel Trader's Licence                                                                        ,CAZARA SERVICES LTD,CASEY'S SERVICE STATION,TOOMEVARA,NENAGH,NA,CO. TIPPERARY
1005819,Marked Fuel Trader's Licence                                                                        ,CARRIG ROAD SERVICE STATION LTD,SPAR,CARRIG ROAD,ROSCREA,NA,CO. TIPPERARY
1006614,Marked Fuel Trader's Licence                                                                        ,CAPPANILLY SERVICES LTD,SHANAHAN'S CENTRA BORRISOLEIGH,CAPPANILLY,BORRISOLEIGH,THURLES,CO. TIPPERARY
1007391,Marked Fuel Trader's Licence                                                                        ,CAMO FUELS LIMITED,CAMO FUELS LIMITED,DUBLIN ROAD,CAHIR,NA,CO. TIPPERARY
1007913,Marked Fuel Trader's Licence                                                                        ,CAMO FUELS LIMITED,CAMO FUELS LIMITED,TURTULLA,THURLES,NA,CO. TIPPERARY
1004786,Marked Fuel Trader's Licence                                                                        ,CAHIR OIL LTD,CAHIR OIL LTD,KEDRA,CAHIR,NA,CO. TIPPERARY
1008352,Marked Fuel Trader's Licence                                                                        ,CAHIR ABBEY OIL LTD,CAHIR ABBEY OIL LTD,BALLYLYNCH,CARRICK-ON-SUIR,NA,CO. TIPPERARY
1010026,Marked Fuel Trader's Licence                                                                        ,BOURKE FILLING STATION LIMITED,NA,ROSCREA ROAD,NA,NA,CO. TIPPERARY
1009426,Marked Fuel Trader's Licence                                                                        ,BLFIT LIMITED,BLFIT LIMITED,FRIAR STREET,CASHEL,NA,CO. TIPPERARY
1004250,Marked Fuel Trader's Licence                                                                        ,ARD SERVICES LTD,TOPAZ,WALLER'S LOT,CASHEL,NA,CO. TIPPERARY
1005155,Marked Fuel Trader's Licence                                                                        ,ANOKATO LTD,MULROONEYS SERVICE STATION,BROOKLANDS,NENAGH,NA,CO. TIPPERARY
1004898,Marked Fuel Trader's Licence                                                                        ,ANOKATO LTD,MULROONEYS,LEHINCH,LORRHA,NENAGH,CO. TIPPERARY
1005157,Marked Fuel Trader's Licence                                                                        ,ANOKATO LTD,MULROONEYS GALA SHOP,DUBLIN ROAD,ROSCREA,NA,CO. TIPPERARY
1004771,Marked Fuel Trader's Licence                                                                        ,AMBER PETROLEUM,AMBER PETROLEUM,MATTHEW AVENUE,THURLES,NA,CO. TIPPERARY
1004772,Marked Fuel Trader's Licence                                                                        ,AMBER PETROLEUM,AMBER PETROLEUM,CLONMEL ROAD,TIPPERARY,NA,CO. TIPPERARY
1008538,Marked Fuel Trader's Licence                                                                        ,AMBER PETROLEUM,AMBER SERVICE STATION,LIMERICK ROAD,TIPPERARY TOWN,NA,CO. TIPPERARY
1004851,Marked Fuel Trader's Licence                                                                        ,AMBER PETROLEUM,NA,HORSE & JOCKEY,THULES,NA,CO. TIPPERARY
1011601,Marked Fuel Trader's Licence                                                                        ,ALICE PERRY,THE HORSE SHOE SERVICE STATION,BALLYNONTY,THURLES,NA,CO. TIPPERARY
1007864,Marked Fuel Trader's Licence                                                                        ,VALERO MARKETING IRELAND LTD,VALERO MARKETING IRELAND LTD,NEWRATH SERVICE STATION,DUBLIN ROAD,WATERFORD,CO. WATERFORD
1004368,Marked Fuel Trader's Licence                                                                        ,VALE OIL CO LTD,VALE OIL,CORK ROAD,WATERFORD,NA,CO. WATERFORD
1004516,Marked Fuel Trader's Licence                                                                        ,UNECOL COMPANY LIMITED,UNECOL CO LTD,CORK ROAD,WATERFORD,NA,CO. WATERFORD
1005293,Marked Fuel Trader's Licence                                                                        ,THOMAS JONES,REDBRIDGE AUTO STOP,NEWRATH,VIA WATERFORD,NA,CO. WATERFORD
1011005,Marked Fuel Trader's Licence                                                                        ,TFC OILS LIMITED,TFC OILS LIMITED,KILCOCKAN,KNOCKANORE,NA,CO. WATERFORD
1006356,Marked Fuel Trader's Licence                                                                        ,TEDCASTLES OIL PRODUCTS,TOP OIL WATERFORD,NEWRATH,NA,NA,CO. WATERFORD
1010448,Marked Fuel Trader's Licence                                                                        ,TEDCASTLES OIL PRODUCTS,TOP OIL,ABBEYSIDE,DUNARVAN,NA,CO. WATERFORD
1010187,Marked Fuel Trader's Licence                                                                        ,SILVERSTREAM SERVICE STATION LTD,NA,COOK STREET,CAPPOQUIN,NA,CO. WATERFORD
1005310,Marked Fuel Trader's Licence                                                                        ,ROADSTONE LTD,ROADSTONE LTD,CAPPAGH,NA,NA,CO. WATERFORD
1008832,Marked Fuel Trader's Licence                                                                        ,PETROGAS GROUP LTD,APPLEGREEN LEMYBRIEN,LEMYBRIEN,NA,NA,CO. WATERFORD
1004570,Marked Fuel Trader's Licence                                                                        ,MICHAEL HOULIHAN LIMITED,BALLYRAFTER SERVICE STATION,BALLYRAFTER,LISMORE,NA,CO. WATERFORD
1006978,Marked Fuel Trader's Licence                                                                        ,MCCARTHY FUELS & BUILDERS PROVIDERS LTD,MCCARTHY FUELS & BUILDERS PROVIDERS LTD,UNIT 10,RIVERSTOWN BUSINESS PARK,TRAMORE,CO. WATERFORD
